Date,Price,Open,High,Low,Vol.,Change %
4/7/2015,77.49,78.73,78.73,77.43,317.16K,-1.66%
4/8/2015,78.15,77.78,78.53,77.69,391.43K,0.85%
4/9/2015,76.07,78.65,78.65,75.84,318.25K,-2.66%
4/10/2015,75.67,76.51,76.99,75.38,432.62K,-0.53%
4/13/2015,74.79,74.72,75.38,74.24,602.02K,-1.16%
4/14/2015,75.4,75.22,75.82,74.88,417.53K,0.82%
4/15/2015,74.49,75.48,75.6,74.24,365.58K,-1.21%
4/16/2015,75.13,74.17,75.31,73.94,275.04K,0.86%
4/17/2015,74.96,74.88,75.36,74.44,365.09K,-0.23%
4/20/2015,75.24,75.04,75.58,74.7,336.84K,0.37%
4/21/2015,75.57,75.62,76.09,75.23,291.90K,0.44%
4/22/2015,76.57,75.53,76.59,75.11,295.69K,1.32%
4/23/2015,77.06,76.38,77.29,76.31,312.44K,0.64%
4/24/2015,76.73,77.15,77.47,76.72,267.12K,-0.43%
4/27/2015,76.6,77.03,77.55,76.31,435.05K,-0.17%
4/28/2015,76.72,76.64,76.99,75.99,247.23K,0.16%
4/29/2015,75.71,76.15,76.5,75.39,343.60K,-1.32%
4/30/2015,74.61,77.11,77.11,74.15,501.47K,-1.45%
5/1/2015,76.23,74.76,76.7,74.48,662.00K,2.17%
5/4/2015,77.04,76.53,77.56,76.53,832.93K,1.06%
5/5/2015,74.95,76.75,77.06,74.69,800.29K,-2.71%
5/6/2015,75.16,75.13,75.59,74.68,595.31K,0.28%
5/7/2015,76.32,75.33,76.69,75.24,451.79K,1.54%
5/8/2015,77.14,77.24,78.34,76.6,275.09K,1.07%
5/11/2015,75.49,76.9,77.63,75.24,329.23K,-2.14%
5/12/2015,75.65,75.01,76.07,74.39,244.85K,0.21%
5/13/2015,74.49,75.32,76.43,74.24,498.75K,-1.53%
5/14/2015,75.85,75.05,75.88,74.65,386.48K,1.83%
5/15/2015,76.85,76.13,76.96,75.9,234.03K,1.32%
5/18/2015,76.84,76.45,76.98,76.06,381.76K,-0.01%
5/19/2015,76.77,76.64,77.05,76.23,299.21K,-0.09%
5/20/2015,76.86,76.97,77.32,76.54,238.76K,0.12%
5/21/2015,76.79,77.09,77.48,76.44,430.91K,-0.09%
5/22/2015,77.04,76.55,77.45,76.04,406.33K,0.33%
5/26/2015,76.25,76.9,76.9,76,223.03K,-1.03%
5/27/2015,77.09,76.41,77.23,75.95,303.10K,1.10%
5/28/2015,77.33,77.15,77.47,76.81,503.17K,0.31%
5/29/2015,76.39,77.34,77.43,76.21,865.13K,-1.22%
6/1/2015,77.37,76.63,77.45,76.1,460.10K,1.28%
6/2/2015,76.16,76.96,77.06,75.98,262.42K,-1.56%
6/3/2015,74.59,76.2,76.85,74.56,340.55K,-2.06%
6/4/2015,74.75,74.55,75,74.19,407.35K,0.21%
6/5/2015,74.56,74.1,75.05,73.63,604.41K,-0.25%
6/8/2015,73.96,74.71,74.83,73.96,295.33K,-0.80%
6/9/2015,73.17,74.02,74.28,73,489.43K,-1.07%
6/10/2015,73.63,73.22,74.31,72.81,444.80K,0.63%
6/11/2015,74.09,74.03,74.62,73.79,369.22K,0.62%
6/12/2015,74.22,74.2,74.77,74.03,337.12K,0.18%
6/15/2015,73.58,74.18,74.18,73.52,412.74K,-0.86%
6/16/2015,74.07,73.77,74.45,73.14,463.37K,0.67%
6/17/2015,73.98,74.24,74.28,73.27,1.02M,-0.12%
6/18/2015,75.15,74.11,75.67,73.9,511.73K,1.58%
6/19/2015,75.18,74.62,75.59,73.98,868.71K,0.04%
6/22/2015,74.59,75.39,75.68,74.54,315.63K,-0.78%
6/23/2015,74.09,74.47,75.06,73.58,299.57K,-0.67%
6/24/2015,73.93,74.1,74.65,73.84,442.31K,-0.22%
6/25/2015,73.27,73.88,74,73.23,329.52K,-0.89%
6/26/2015,73.92,73.32,74.09,72.8,334.15K,0.89%
6/29/2015,73.29,73.9,74.75,73.24,504.98K,-0.85%
6/30/2015,72.81,73.69,73.69,72.72,565.07K,-0.65%
7/1/2015,74.75,73.49,74.75,72.51,988.16K,2.66%
7/2/2015,75.38,75.37,76.33,74.76,457.83K,0.84%
7/6/2015,75.65,75.09,75.84,75.09,522.83K,0.36%
7/7/2015,76.46,76.26,76.86,76,511.79K,1.07%
7/8/2015,75.94,76.29,76.57,75.69,415.77K,-0.68%
7/9/2015,76.49,76.45,77.16,75.78,721.29K,0.72%
7/10/2015,76.65,76.68,77.57,76.54,457.78K,0.21%
7/13/2015,75.77,76.54,77.27,75.46,463.58K,-1.15%
7/14/2015,76.25,76.06,76.64,75.44,379.48K,0.63%
7/15/2015,76.3,76.05,76.61,75.5,436.42K,0.07%
7/16/2015,77.09,76.55,77.16,76.44,398.98K,1.04%
7/17/2015,77.06,77.31,77.47,76.61,428.58K,-0.04%
7/20/2015,77.69,76.79,78.06,76.67,524.67K,0.82%
7/21/2015,77.78,78.14,78.46,77.47,472.10K,0.12%
7/22/2015,77.69,77.72,78.61,77.38,365.43K,-0.12%
7/23/2015,76.82,77.82,77.86,76.32,468.11K,-1.12%
7/24/2015,76.73,76.78,77.1,76.6,341.91K,-0.12%
7/27/2015,76.68,76.75,77.55,76.54,381.93K,-0.07%
7/28/2015,76.31,76.7,76.89,75.94,362.49K,-0.48%
7/29/2015,76.4,76.27,76.45,75.59,617.01K,0.12%
7/30/2015,79.25,78.27,79.82,77.34,1.25M,3.73%
7/31/2015,80.34,80.06,80.95,79.71,674.16K,1.38%
8/3/2015,81.18,80.47,81.27,80.22,616.17K,1.05%
8/4/2015,80.43,81.07,81.61,80.32,669.42K,-0.92%
8/5/2015,79.7,80.5,81.29,79.39,648.84K,-0.91%
8/6/2015,80.55,79.78,80.77,79.07,647.17K,1.07%
8/7/2015,81.2,80.47,81.5,79.95,501.90K,0.81%
8/10/2015,81.17,81.53,81.89,80.89,524.07K,-0.04%
8/11/2015,81.71,80.93,82.19,80.65,670.78K,0.67%
8/12/2015,81.63,81.69,81.98,80.91,510.71K,-0.10%
8/13/2015,81.64,81.26,81.86,80.7,930.12K,0.01%
8/14/2015,82.82,81.66,82.88,81.19,480.74K,1.45%
8/17/2015,84.13,83.19,84.16,82.31,491.15K,1.58%
8/18/2015,84.36,83.59,84.42,83.59,551.61K,0.27%
8/19/2015,83.63,83.59,84.29,82.76,1.18M,-0.87%
8/20/2015,82.84,83.04,83.62,82.58,718.86K,-0.94%
8/21/2015,80.97,81.81,82.56,80.97,940.41K,-2.26%
8/24/2015,77.65,78.65,80.3,77.61,890.36K,-4.10%
8/25/2015,76.52,79.17,83.16,76.46,938.85K,-1.46%
8/26/2015,78.2,77.87,78.37,76.56,560.36K,2.20%
8/27/2015,80.37,79.01,80.81,78.18,805.86K,2.77%
8/28/2015,80.63,80.36,80.8,79.18,712.12K,0.32%
8/31/2015,78.59,80.56,80.62,78.55,885.30K,-2.53%
9/1/2015,77.49,77.51,78.54,77.06,593.34K,-1.40%
9/2/2015,78.06,78.04,79.13,77.33,354.57K,0.74%
9/3/2015,77.86,78.82,79.06,77.8,395.96K,-0.26%
9/4/2015,76.06,77.05,77.32,75.48,354.03K,-2.31%
9/8/2015,76.35,76.73,77.14,75.79,2.22M,0.38%
9/9/2015,75.43,76.84,77.48,75.32,616.68K,-1.20%
9/10/2015,76.04,75,76.84,75,553.39K,0.81%
9/11/2015,77.67,76.07,77.67,75.61,699.85K,2.14%
9/14/2015,77.83,78.04,78.04,77.41,335.02K,0.21%
9/15/2015,78.65,77.63,78.73,77.02,495.28K,1.05%
9/16/2015,79.84,78.6,80.07,78.21,606.28K,1.51%
9/17/2015,81.01,79.83,82.44,79.57,707.57K,1.47%
9/18/2015,81.22,80.19,82.57,80.19,990.16K,0.26%
9/21/2015,81.67,81.6,82.5,81.47,634.91K,0.55%
9/22/2015,80.38,81.25,81.65,80.27,811.55K,-1.58%
9/23/2015,82.02,80.79,82.17,80.57,570.64K,2.04%
9/24/2015,80.76,81.84,82,80.55,489.02K,-1.54%
9/25/2015,80.64,80.8,81.48,80.03,560.71K,-0.15%
9/28/2015,79.32,80.51,80.55,78.72,494.77K,-1.64%
9/29/2015,80.97,79.63,81.07,79.07,538.37K,2.08%
9/30/2015,81.87,81.46,82.13,80.93,667.73K,1.11%
10/1/2015,82.77,82.09,82.9,81.81,531.86K,1.10%
10/2/2015,84.16,82.54,84.16,81.72,474.80K,1.68%
10/5/2015,84.22,83.76,84.42,82.51,574.53K,0.07%
10/6/2015,82.88,84.22,84.43,82.75,498.74K,-1.59%
10/7/2015,83.59,83.18,83.59,82.59,489.28K,0.86%
10/8/2015,83.98,83.57,84.1,83.08,318.04K,0.47%
10/9/2015,84.25,83.99,84.4,83.5,479.97K,0.32%
10/12/2015,84.26,84.37,84.91,82.51,373.04K,0.01%
10/13/2015,82.8,83.33,83.95,82.1,437.23K,-1.73%
10/14/2015,81.83,83.14,83.14,81.72,354.62K,-1.17%
10/15/2015,83.89,82.17,83.89,82.17,376.01K,2.52%
10/16/2015,83.97,83.88,84.52,83.69,387.42K,0.10%
10/19/2015,85.7,83.92,85.7,83.84,430.84K,2.06%
10/20/2015,85.84,86.5,86.57,85.49,630.74K,0.16%
10/21/2015,85.26,85.92,86.54,84.95,596.96K,-0.68%
10/22/2015,85.85,85.78,86.28,85.2,699.57K,0.69%
10/23/2015,85.78,85.61,86.47,85.01,520.13K,-0.08%
10/26/2015,85.83,85.81,86.17,85.19,477.15K,0.06%
10/27/2015,86.14,85.92,86.45,85.42,433.57K,0.36%
10/28/2015,85.3,86.08,86.75,83.98,568.13K,-0.98%
10/29/2015,87.55,85.05,87.86,84.76,698.72K,2.64%
10/30/2015,85.19,87.93,87.93,85.15,629.05K,-2.70%
11/2/2015,87.02,85.07,87.13,84.85,505.23K,2.15%
11/3/2015,86.14,86.74,86.96,85.16,509.35K,-1.01%
11/4/2015,86.18,86.06,86.29,85.22,367.21K,0.05%
11/5/2015,86.02,85.75,86.73,85.31,404.82K,-0.19%
11/6/2015,83.31,84.91,85.76,82.61,649.02K,-3.15%
11/9/2015,82.72,82.79,83.38,82.05,470.82K,-0.71%
11/10/2015,83.5,82.11,84.26,82.11,462.26K,0.94%
11/11/2015,84.32,83.84,84.61,83.49,222.22K,0.98%
11/12/2015,83.96,84.16,84.63,83.53,223.70K,-0.43%
11/13/2015,84.19,84.36,84.53,83.58,430.10K,0.27%
11/16/2015,85.64,84.19,85.69,83.76,409.53K,1.72%
11/17/2015,86.5,85.42,87.26,85.33,439.39K,1.00%
11/18/2015,87.08,86.54,87.27,85.74,291.34K,0.67%
11/19/2015,87.6,87.1,88.02,86.38,386.38K,0.60%
11/20/2015,88.66,87.84,88.79,87.57,405.03K,1.21%
11/23/2015,88.47,88.72,89.14,88.04,322.89K,-0.21%
11/24/2015,87.71,88,88.4,87.05,282.89K,-0.86%
11/25/2015,88.65,87.96,88.88,87.57,203.62K,1.07%
11/27/2015,89.4,88.37,89.67,88.23,135.88K,0.85%
11/30/2015,88.56,89.44,89.96,88.15,381.40K,-0.94%
12/1/2015,89.88,88.76,89.96,88.76,305.15K,1.49%
12/2/2015,88.56,89.63,90.27,88.31,303.90K,-1.47%
12/3/2015,86.8,88.26,88.7,86.72,415.19K,-1.99%
12/4/2015,88.95,86.84,89.14,86.84,239.24K,2.48%
12/7/2015,88.42,88.96,89.07,88.03,282.07K,-0.60%
12/8/2015,88.2,88.25,88.98,87.67,314.22K,-0.25%
12/9/2015,87.62,87.76,88.4,86.61,286.27K,-0.66%
12/10/2015,87.8,87.78,88.4,87.2,463.89K,0.21%
12/11/2015,88.42,87.25,88.91,87.12,873.12K,0.71%
12/14/2015,89.54,87.93,89.59,87.66,537.92K,1.27%
12/15/2015,90.04,89.97,90.67,89.45,510.74K,0.56%
12/16/2015,91.35,89.39,91.64,88.06,389.25K,1.45%
12/17/2015,90.35,91.53,92.18,90.15,518.24K,-1.09%
12/18/2015,89.86,90.06,90.6,89.37,731.75K,-0.54%
12/21/2015,90.14,90.73,90.84,89.29,468.73K,0.31%
12/22/2015,90.56,90.95,91.38,90.46,327.45K,0.47%
12/23/2015,90.87,90.87,91.15,90.01,286.52K,0.34%
12/24/2015,91.08,90.82,91.31,90.34,176.04K,0.23%
12/28/2015,91.67,91.06,91.69,90.64,301.46K,0.65%
12/29/2015,92.4,91.85,92.76,91.58,322.87K,0.80%
12/30/2015,91.81,92.53,92.8,91.75,347.24K,-0.64%
12/31/2015,90.81,92.07,92.74,90.8,504.27K,-1.09%
1/4/2016,90.03,90.41,90.62,89.18,564.56K,-0.86%
1/5/2016,91.16,90.34,91.33,89.72,515.46K,1.26%
1/6/2016,90.69,90.41,91.36,90.02,462.02K,-0.52%
1/7/2016,90.85,89.63,91.51,89.15,697.99K,0.18%
1/8/2016,90.26,91.13,91.67,90.1,575.36K,-0.65%
1/11/2016,90.56,90.46,91.87,89.55,698.92K,0.33%
1/12/2016,90.29,90.89,90.89,89.52,491.38K,-0.30%
1/13/2016,89.3,89.73,91.02,88.83,546.04K,-1.10%
1/14/2016,89.39,89.27,90.2,88.62,792.65K,0.10%
1/15/2016,90.35,88.05,90.49,87.19,968.48K,1.07%
1/19/2016,91.08,90.79,91.93,90.01,550.90K,0.81%
1/20/2016,89.37,90.36,90.84,87.69,995.77K,-1.88%
1/21/2016,89.34,89.95,90.77,88.8,650.38K,-0.03%
1/22/2016,91.48,90.32,91.95,88.98,678.84K,2.40%
1/25/2016,92.53,91.49,92.94,90.89,680.16K,1.15%
1/26/2016,94.8,92.84,94.87,92.52,709.92K,2.45%
1/27/2016,92.36,94.67,94.67,91.67,693.17K,-2.57%
1/28/2016,91.93,92.62,93.44,91.16,493.13K,-0.47%
1/29/2016,93.82,92.85,94,91.5,941.07K,2.06%
2/1/2016,93.85,93.2,94.45,92.84,714.12K,0.03%
2/2/2016,92.41,93.68,94.29,92.18,762.78K,-1.53%
2/3/2016,92.47,92.82,94.19,91.03,930.85K,0.06%
2/4/2016,87.63,90.47,92.34,86.11,1.66M,-5.23%
2/5/2016,85.56,87.31,88.82,85.25,978.13K,-2.36%
2/8/2016,84.64,85.41,86,82.91,663.43K,-1.08%
2/9/2016,85.18,83.79,86.16,83.66,633.14K,0.64%
2/10/2016,86.22,85.5,87.08,84.9,899.82K,1.22%
2/11/2016,84.87,85.05,85.87,83.92,588.33K,-1.57%
2/12/2016,85.49,85.62,86.88,84.41,753.80K,0.73%
2/16/2016,88.32,86.34,88.62,85.49,815.75K,3.31%
2/17/2016,88.85,88.5,89.86,87.41,626.18K,0.60%
2/18/2016,91.41,89.26,91.69,88.47,808.53K,2.88%
2/19/2016,91.6,90.75,92.2,89.36,622.99K,0.21%
2/22/2016,92.97,91.9,93.48,91.9,462.05K,1.50%
2/23/2016,92.03,92.42,93.81,91.64,881.95K,-1.01%
2/24/2016,91.21,91.4,92.76,89.64,1.18M,-0.89%
2/25/2016,92.28,91.75,92.63,91.67,534.74K,1.17%
2/26/2016,91.75,92.28,92.69,91.49,663.38K,-0.57%
2/29/2016,89.94,91.91,92.6,89.76,3.97M,-1.97%
3/1/2016,93.88,90.73,93.9,90.73,683.08K,4.38%
3/2/2016,94.5,93.52,94.99,93.2,542.78K,0.66%
3/3/2016,94.09,94.66,94.66,92.77,501.46K,-0.43%
3/4/2016,93.37,93.92,94.42,93.15,591.13K,-0.77%
3/7/2016,93.79,92.85,94.23,92.71,432.78K,0.45%
3/8/2016,93.97,93.99,94.74,93.52,637.55K,0.19%
3/9/2016,94.09,93.81,94.99,93.78,303.21K,0.13%
3/10/2016,94.06,94.73,94.83,92.98,353.81K,-0.03%
3/11/2016,95.54,94.33,95.61,93.45,412.59K,1.57%
3/14/2016,96.12,95.51,96.34,95.14,339.95K,0.61%
3/15/2016,97.2,95.75,97.22,95.39,414.69K,1.12%
3/16/2016,99.38,96.78,99.98,96.64,841.51K,2.24%
3/17/2016,100.98,99.44,101.22,99,500.62K,1.61%
3/18/2016,101.25,100.95,102.2,100.3,819.77K,0.27%
3/21/2016,99.5,100.5,101.27,99.19,1.00M,-1.73%
3/22/2016,99.43,99.36,99.65,98.48,654.15K,-0.07%
3/23/2016,98.95,99.55,99.67,98.59,296.24K,-0.48%
3/24/2016,98.31,98.61,99.09,97.83,466.06K,-0.65%
3/28/2016,99.41,98.99,99.61,98.33,266.80K,1.12%
3/29/2016,101.29,99.75,101.35,99.75,603.56K,1.89%
3/30/2016,101.48,101.35,101.99,100.7,245.39K,0.19%
3/31/2016,102.21,101.22,102.42,100.64,580.15K,0.72%
4/1/2016,102.52,101.73,102.85,101.31,325.15K,0.30%
4/4/2016,102.06,102.78,103.04,101.46,296.02K,-0.45%
4/5/2016,101.79,101.41,102.23,100.93,420.59K,-0.26%
4/6/2016,102.3,101.49,102.43,101.22,273.62K,0.50%
4/7/2016,101.94,101.92,102.2,101.3,510.37K,-0.35%
4/8/2016,102.74,102.32,103.07,101.93,244.96K,0.78%
4/11/2016,101.25,102.58,102.63,101.24,327.24K,-1.45%
4/12/2016,101.8,101.47,102.28,100.89,529.64K,0.54%
4/13/2016,99.25,101.46,101.8,98.91,689.59K,-2.50%
4/14/2016,96.13,98.95,99.4,96.13,820.24K,-3.14%
4/15/2016,97.85,96,98.28,95.86,822.54K,1.79%
4/18/2016,98.66,98,98.73,97.5,374.17K,0.83%
4/19/2016,99.05,98.93,99.08,98.18,409.59K,0.40%
4/20/2016,97,98.98,98.98,96.77,365.55K,-2.07%
4/21/2016,95.63,97.07,97.63,95.23,270.29K,-1.41%
4/22/2016,96.41,94.57,96.67,94.57,426.23K,0.82%
4/25/2016,97.25,96.17,97.26,95.96,509.86K,0.87%
4/26/2016,97.52,97.65,98.54,97.02,322.53K,0.28%
4/27/2016,96.65,97.37,98.82,95.73,483.94K,-0.89%
4/28/2016,96.56,96.38,97.3,96.16,230.40K,-0.09%
4/29/2016,95.71,96.21,96.35,94.97,343.41K,-0.88%
5/2/2016,97.41,95.77,97.63,95.77,294.47K,1.78%
5/3/2016,97.44,97.19,97.81,96.59,468.90K,0.03%
5/4/2016,99.18,96.81,99.47,95.86,349.63K,1.79%
5/5/2016,100.57,98.83,100.77,98.43,476.29K,1.40%
5/6/2016,102.1,100.48,102.12,99.46,462.46K,1.52%
5/9/2016,102.63,102.41,102.96,101.88,437.96K,0.52%
5/10/2016,102.81,103.08,103.86,102.25,400.70K,0.18%
5/11/2016,100.68,102.88,102.88,100.58,491.44K,-2.07%
5/12/2016,101.87,100.9,102.08,99.87,566.59K,1.18%
5/13/2016,102.72,102.01,102.8,101.22,534.80K,0.83%
5/16/2016,103.66,102.72,104.05,102.33,435.14K,0.92%
5/17/2016,101.13,103.32,103.42,100.26,410.45K,-2.44%
5/18/2016,99.57,100.79,101.17,98.95,666.03K,-1.54%
5/19/2016,99.09,98.57,99.47,98.19,278.86K,-0.48%
5/20/2016,100,99.59,100.69,99.04,402.31K,0.92%
5/23/2016,99.42,100.46,100.46,99.11,248.27K,-0.58%
5/24/2016,101.53,100.08,101.83,100.08,507.42K,2.12%
5/25/2016,101.2,101.68,101.68,100.17,482.16K,-0.33%
5/26/2016,100.91,101,101.7,100.44,621.36K,-0.29%
5/27/2016,102.35,101.09,102.35,100.29,361.60K,1.43%
5/31/2016,102.99,102.45,103.22,101.44,639.88K,0.63%
6/1/2016,102.76,102.35,102.82,101.92,542.49K,-0.22%
6/2/2016,101.9,102.43,102.79,101.5,572.87K,-0.84%
6/3/2016,100.25,102.71,102.99,99.59,880.04K,-1.62%
6/6/2016,98.15,99.94,100.58,97.05,711.50K,-2.09%
6/7/2016,98.19,98.3,98.96,97.85,569.73K,0.04%
6/8/2016,98.14,98.33,99.24,97.43,735.33K,-0.05%
6/9/2016,98.48,98.2,98.74,97.83,700.41K,0.35%
6/10/2016,98.14,97.83,98.52,97.56,498.07K,-0.35%
6/13/2016,100.36,98.36,100.96,98.25,561.69K,2.26%
6/14/2016,100.08,100.46,100.88,99.59,323.36K,-0.28%
6/15/2016,101.36,100.19,101.82,100.05,654.41K,1.28%
6/16/2016,102.17,101.19,102.56,101.19,445.12K,0.80%
6/17/2016,101.68,102.25,102.48,101.05,572.42K,-0.48%
6/20/2016,101.48,102.18,103.17,101.37,352.37K,-0.20%
6/21/2016,101.76,101.51,102.28,101.51,249.31K,0.28%
6/22/2016,101.97,102.04,102.61,101.41,405.24K,0.21%
6/23/2016,102.33,102.78,103.03,102.11,431.68K,0.35%
6/24/2016,101.11,100.55,102.82,100.08,1.14M,-1.19%
6/27/2016,102.91,100.62,103.22,100.58,681.64K,1.78%
6/28/2016,104.65,103.29,104.68,102.34,645.92K,1.69%
6/29/2016,105.3,105.34,106.68,105.05,906.32K,0.62%
6/30/2016,106.4,105.36,106.43,104.57,1.34M,1.04%
7/1/2016,107.33,106.98,108.23,106.25,591.07K,0.87%
7/5/2016,109.3,107.31,109.34,107.31,504.47K,1.84%
7/6/2016,109.67,109.11,110.01,108.76,543.85K,0.34%
7/7/2016,108.49,109.3,109.58,107.4,458.53K,-1.08%
7/8/2016,108.01,108.74,109.65,107.55,770.74K,-0.44%
7/11/2016,107.88,108.34,108.9,107.13,794.22K,-0.12%
7/12/2016,108.53,107.91,108.55,106.8,681.65K,0.60%
7/13/2016,108.02,108.02,108.53,107.66,421.48K,-0.47%
7/14/2016,106.07,108.54,108.54,105.82,565.14K,-1.81%
7/15/2016,105.36,106.6,108.1,104.94,838.38K,-0.67%
7/18/2016,105.14,105.64,107.07,105.11,272.22K,-0.21%
7/19/2016,106.1,105.21,106.15,104.65,339.07K,0.91%
7/20/2016,106.01,106.11,106.58,105.68,483.81K,-0.08%
7/21/2016,105.71,106.05,106.27,105.24,404.47K,-0.28%
7/22/2016,106.75,105.74,107.6,105.74,323.76K,0.98%
7/25/2016,106.45,106.86,107.42,105.53,337.67K,-0.28%
7/26/2016,105.77,106.5,106.5,105.33,333.10K,-0.64%
7/27/2016,103.77,105.42,105.49,102.9,948.58K,-1.89%
7/28/2016,103.8,103,104.52,101.44,534.94K,0.03%
7/29/2016,106.02,103.68,106.89,103.61,573.64K,2.14%
8/1/2016,105.72,106.02,106.35,105.34,393.16K,-0.28%
8/2/2016,104.24,105.64,106.17,103.91,299.26K,-1.40%
8/3/2016,103.03,104.4,104.4,102.63,254.98K,-1.16%
8/4/2016,102.76,103.56,103.57,102.23,280.32K,-0.26%
8/5/2016,103.2,102.91,103.21,102.54,290.41K,0.43%
8/8/2016,103.28,103.32,103.67,102.78,370.20K,0.08%
8/9/2016,103.2,103.37,103.47,102.59,247.74K,-0.08%
8/10/2016,103,103.26,103.67,102.61,302.09K,-0.19%
8/11/2016,101.42,103.17,104.22,100.56,554.00K,-1.53%
8/12/2016,102.15,101.35,102.95,101.03,439.55K,0.72%
8/15/2016,97.15,98.47,98.7,95.81,3.73M,-4.89%
8/16/2016,94.01,96.75,97.25,93.84,2.97M,-3.23%
8/17/2016,95.02,94.47,95.33,92.87,1.60M,1.07%
8/18/2016,94.3,95.05,95.73,93.77,1.57M,-0.76%
8/19/2016,94.56,94.92,95.92,93.51,921.90K,0.28%
8/22/2016,94.36,94.58,95.15,93.28,800.62K,-0.21%
8/23/2016,94.36,94.59,95.17,94.23,700.04K,0.00%
8/24/2016,93.15,94.36,94.36,92.69,735.70K,-1.28%
8/25/2016,94.38,93.26,95.11,93,962.52K,1.32%
8/26/2016,93.77,94.42,95.28,93.05,1.18M,-0.65%
8/29/2016,94.41,94.23,95.32,94.07,718.37K,0.68%
8/30/2016,93.88,94.41,94.41,92.9,492.69K,-0.56%
8/31/2016,93.99,93.69,94.38,93.27,953.16K,0.12%
9/1/2016,95,93.99,95.45,93.58,621.00K,1.07%
9/2/2016,95.83,95.35,96.95,95.25,735.65K,0.87%
9/6/2016,95.98,95.77,96.06,95.19,751.20K,0.16%
9/7/2016,95.5,95.98,95.98,94.9,743.85K,-0.50%
9/8/2016,94.99,95.54,95.6,94.5,641.47K,-0.53%
9/9/2016,92.51,94.06,94.39,92.39,806.74K,-2.61%
9/12/2016,94.07,92.23,94.53,92.09,716.61K,1.69%
9/13/2016,91.96,92.95,93.44,91.77,804.10K,-2.24%
9/14/2016,92.97,92.42,93.04,91.85,544.90K,1.10%
9/15/2016,92.74,92.83,93.17,92.14,581.77K,-0.25%
9/16/2016,92.62,92.38,92.82,91.89,727.15K,-0.13%
9/19/2016,94.27,92.78,94.43,92.61,773.90K,1.78%
9/20/2016,94.46,94.9,95.42,94.3,578.85K,0.20%
9/21/2016,94.83,94.66,94.88,92.56,571.24K,0.39%
9/22/2016,95.88,95.74,96.37,95.22,667.24K,1.11%
9/23/2016,96.18,95.55,96.82,94.28,853.38K,0.31%
9/26/2016,97.38,95.99,97.94,95.99,725.73K,1.25%
9/27/2016,95.95,97.62,97.62,95.8,782.81K,-1.47%
9/28/2016,97.64,96.17,97.76,95.64,703.99K,1.76%
9/29/2016,96.15,97.32,97.89,96.14,797.60K,-1.53%
9/30/2016,93.99,96.59,96.9,93.94,800.50K,-2.25%
10/3/2016,92.03,93.77,93.77,91.28,805.29K,-2.09%
10/4/2016,90.54,91.93,91.93,89.84,687.00K,-1.62%
10/5/2016,87.69,90.9,91.12,87.02,910.16K,-3.15%
10/6/2016,86.74,87.25,87.93,85.83,793.06K,-1.08%
10/7/2016,86.01,87.04,88.13,85.04,1.25M,-0.84%
10/10/2016,87.08,86.16,87.45,86.16,454.24K,1.24%
10/11/2016,85.94,86.9,87.08,85.85,749.89K,-1.31%
10/12/2016,87.01,85.47,87.09,85.34,451.16K,1.25%
10/13/2016,88.89,87.01,89.69,86.99,1.13M,2.16%
10/14/2016,89,89.02,89.43,87.99,745.42K,0.12%
10/17/2016,90.55,89.86,90.91,89.1,1.05M,1.74%
10/18/2016,91.91,91.27,92.05,90.57,707.72K,1.50%
10/19/2016,91.32,91.62,92,91.01,615.18K,-0.64%
10/20/2016,92.02,92.54,93.42,91.54,748.17K,0.77%
10/21/2016,92.26,91.52,92.41,91.09,419.43K,0.26%
10/24/2016,92.61,93.59,93.59,92.03,394.22K,0.38%
10/25/2016,92.8,92.13,93.11,91.73,297.74K,0.21%
10/26/2016,92.56,92.47,92.85,91.24,481.71K,-0.26%
10/27/2016,89.98,92.47,92.47,89.47,728.55K,-2.79%
10/28/2016,90.35,90.75,92.03,89.07,1.33M,0.41%
10/31/2016,92.75,90.42,93,90.42,953.13K,2.66%
11/1/2016,92.22,92.52,93.04,91.34,618.12K,-0.57%
11/2/2016,92.57,92.31,93.71,92.27,844.37K,0.38%
11/3/2016,93.68,92.65,94.13,92.01,644.80K,1.20%
11/4/2016,94.15,93.68,94.6,93,748.03K,0.50%
11/7/2016,93.94,95.22,95.4,93.5,1.12M,-0.22%
11/8/2016,95.23,93.91,95.71,93.51,622.24K,1.37%
11/9/2016,93.75,94.73,94.94,92.66,909.79K,-1.55%
11/10/2016,91.56,93.39,94.24,89.85,901.39K,-2.34%
11/11/2016,91.73,91.6,93.49,91.6,696.89K,0.19%
11/14/2016,92.7,91.2,93.05,89.67,703.08K,1.06%
11/15/2016,90,92.88,93.43,89.59,639.26K,-2.91%
11/16/2016,90.93,89.94,91.16,89.4,559.81K,1.03%
11/17/2016,89.69,90.45,91.28,89.41,389.84K,-1.36%
11/18/2016,89.05,89.66,90.31,88.54,401.48K,-0.71%
11/21/2016,89,89.22,89.97,88.75,506.41K,-0.06%
11/22/2016,90.88,89.32,90.97,89.25,705.00K,2.11%
11/23/2016,90.85,90.15,91.11,89.58,608.79K,-0.03%
11/25/2016,91.52,90.78,92.08,90.4,305.84K,0.74%
11/28/2016,92.26,91.65,93.16,91.65,941.76K,0.81%
11/29/2016,93.81,92.26,95.4,91.96,1.50M,1.68%
11/30/2016,91.63,93.87,94.6,90.75,6.67M,-2.32%
